Booster #,Card #,Raridade,Modo Visual,Godmode?,Prêmio Godmode,Valor Reciclagem
109,545,trash,default,NÃO,-,R$ 0.0063
110,546,trash,neon,NÃO,-,R$ 0.0126
110,547,viral,default,NÃO,-,R$ 0.0063
110,548,meme,neon,NÃO,-,R$ 0.0126
110,549,trash,default,NÃO,-,R$ 0.0063
110,550,trash,default,NÃO,-,R$ 0.0063
111,551,trash,default,NÃO,-,R$ 0.0063
111,552,meme,neon,NÃO,-,R$ 0.0126
111,553,trash,default,NÃO,-,R$ 0.0063
111,554,trash,default,NÃO,-,R$ 0.0063
111,555,meme,glow,NÃO,-,R$ 0.0189
112,556,trash,glitch,NÃO,-,R$ 0.0252
112,557,viral,holo,NÃO,-,R$ 0.0504
112,558,viral,default,NÃO,-,R$ 0.0063
112,559,trash,default,NÃO,-,R$ 0.0063
112,560,trash,neon,NÃO,-,R$ 0.0126
113,561,viral,neon,NÃO,-,R$ 0.0126
113,562,meme,default,NÃO,-,R$ 0.0063
113,563,trash,default,NÃO,-,R$ 0.0063
113,564,trash,default,NÃO,-,R$ 0.0063
113,565,trash,neon,NÃO,-,R$ 0.0126
114,566,trash,default,NÃO,-,R$ 0.0063
114,567,trash,glow,NÃO,-,R$ 0.0189
114,568,trash,glow,NÃO,-,R$ 0.0189
114,569,trash,ghost,NÃO,-,R$ 0.0378
114,570,meme,default,NÃO,-,R$ 0.0063
115,571,trash,glitch,NÃO,-,R$ 0.0252
115,572,trash,default,NÃO,-,R$ 0.0063
115,573,viral,default,NÃO,-,R$ 0.0063
115,574,trash,default,NÃO,-,R$ 0.0063
115,575,trash,default,NÃO,-,R$ 0.0063
116,576,trash,default,NÃO,-,R$ 0.0063
116,577,trash,default,NÃO,-,R$ 0.0063
116,578,trash,default,NÃO,-,R$ 0.0063
116,579,viral,default,NÃO,-,R$ 0.0063
116,580,trash,default,NÃO,-,R$ 0.0063
117,581,meme,default,NÃO,-,R$ 0.0063
117,582,meme,default,NÃO,-,R$ 0.0063
117,583,trash,default,NÃO,-,R$ 0.0063
117,584,trash,default,NÃO,-,R$ 0.0063
117,585,trash,default,NÃO,-,R$ 0.0063
118,586,trash,neon,NÃO,-,R$ 0.0126
118,587,trash,default,NÃO,-,R$ 0.0063
118,588,trash,neon,NÃO,-,R$ 0.0126
118,589,trash,default,NÃO,-,R$ 0.0063
118,590,trash,default,NÃO,-,R$ 0.0063
119,591,meme,dark,NÃO,-,R$ 0.0756
119,592,meme,default,NÃO,-,R$ 0.0063
119,593,trash,default,NÃO,-,R$ 0.0063
119,594,trash,ghost,NÃO,-,R$ 0.0378
119,595,meme,neon,NÃO,-,R$ 0.0126
120,596,trash,default,NÃO,-,R$ 0.0063
120,597,trash,default,NÃO,-,R$ 0.0063
120,598,trash,glitch,NÃO,-,R$ 0.0252
120,599,meme,default,NÃO,-,R$ 0.0063
120,600,trash,default,NÃO,-,R$ 0.0063
121,601,trash,glitch,NÃO,-,R$ 0.0252
121,602,trash,holo,NÃO,-,R$ 0.0504
121,603,trash,glow,NÃO,-,R$ 0.0189
121,604,trash,neon,NÃO,-,R$ 0.0126
121,605,meme,default,NÃO,-,R$ 0.0063
122,606,trash,default,NÃO,-,R$ 0.0063
122,607,trash,holo,NÃO,-,R$ 0.0504
122,608,meme,neon,NÃO,-,R$ 0.0126
122,609,meme,glitch,NÃO,-,R$ 0.0252
122,610,meme,glow,NÃO,-,R$ 0.0189
123,611,trash,ghost,NÃO,-,R$ 0.0378
123,612,trash,default,NÃO,-,R$ 0.0063
123,613,trash,default,NÃO,-,R$ 0.0063
123,614,trash,default,NÃO,-,R$ 0.0063
123,615,meme,glitch,NÃO,-,R$ 0.0252
124,616,trash,neon,NÃO,-,R$ 0.0126
124,617,trash,glow,NÃO,-,R$ 0.0189
124,618,trash,default,NÃO,-,R$ 0.0063
124,619,trash,default,NÃO,-,R$ 0.0063
124,620,trash,default,NÃO,-,R$ 0.0063
125,621,trash,default,NÃO,-,R$ 0.0063
125,622,trash,holo,NÃO,-,R$ 0.0504
125,623,meme,glow,NÃO,-,R$ 0.0189
125,624,trash,ghost,NÃO,-,R$ 0.0378
125,625,trash,default,NÃO,-,R$ 0.0063
126,626,meme,glow,NÃO,-,R$ 0.0189
126,627,trash,default,NÃO,-,R$ 0.0063
126,628,trash,default,NÃO,-,R$ 0.0063
126,629,trash,default,NÃO,-,R$ 0.0063
126,630,trash,neon,NÃO,-,R$ 0.0126
127,631,trash,default,NÃO,-,R$ 0.0063
127,632,meme,default,NÃO,-,R$ 0.0063
127,633,trash,default,NÃO,-,R$ 0.0063
127,634,meme,default,NÃO,-,R$ 0.0063
127,635,meme,default,NÃO,-,R$ 0.0063
128,636,trash,neon,NÃO,-,R$ 0.0126
128,637,trash,default,NÃO,-,R$ 0.0063
128,638,trash,default,NÃO,-,R$ 0.0063
128,639,trash,default,NÃO,-,R$ 0.0063
128,640,trash,default,NÃO,-,R$ 0.0063
129,641,trash,default,NÃO,-,R$ 0.0063
129,642,legendary,neon,NÃO,-,R$ 0.0126
129,643,trash,neon,NÃO,-,R$ 0.0126
129,644,meme,neon,NÃO,-,R$ 0.0126
129,645,legendary,default,NÃO,-,R$ 0.0063
130,646,trash,default,NÃO,-,R$ 0.0063
130,647,trash,glow,NÃO,-,R$ 0.0189
130,648,trash,glow,NÃO,-,R$ 0.0189
130,649,meme,neon,NÃO,-,R$ 0.0126
130,650,trash,default,NÃO,-,R$ 0.0063
131,651,trash,glow,NÃO,-,R$ 0.0189
131,652,trash,default,NÃO,-,R$ 0.0063
131,653,meme,default,NÃO,-,R$ 0.0063
131,654,trash,neon,NÃO,-,R$ 0.0126
131,655,trash,default,NÃO,-,R$ 0.0063
132,656,meme,default,NÃO,-,R$ 0.0063
132,657,trash,neon,NÃO,-,R$ 0.0126
132,658,trash,neon,NÃO,-,R$ 0.0126
132,659,trash,neon,NÃO,-,R$ 0.0126
132,660,trash,glow,NÃO,-,R$ 0.0189
133,661,trash,glow,NÃO,-,R$ 0.0189
133,662,meme,default,NÃO,-,R$ 0.0063
133,663,trash,glow,NÃO,-,R$ 0.0189
133,664,viral,glitch,NÃO,-,R$ 0.0252
133,665,trash,glitch,NÃO,-,R$ 0.0252
134,666,trash,neon,NÃO,-,R$ 0.0126
134,667,trash,glitch,NÃO,-,R$ 0.0252
134,668,trash,glow,NÃO,-,R$ 0.0189
134,669,trash,neon,NÃO,-,R$ 0.0126
134,670,trash,glow,NÃO,-,R$ 0.0189
135,671,trash,default,NÃO,-,R$ 0.0063
135,672,trash,default,NÃO,-,R$ 0.0063
135,673,trash,default,NÃO,-,R$ 0.0063
135,674,meme,neon,NÃO,-,R$ 0.0126
135,675,trash,default,NÃO,-,R$ 0.0063
136,676,trash,glow,NÃO,-,R$ 0.0189
136,677,meme,default,NÃO,-,R$ 0.0063
136,678,trash,default,NÃO,-,R$ 0.0063
136,679,trash,default,NÃO,-,R$ 0.0063
136,680,trash,default,NÃO,-,R$ 0.0063
137,681,trash,default,NÃO,-,R$ 0.0063
137,682,trash,default,NÃO,-,R$ 0.0063
137,683,meme,default,NÃO,-,R$ 0.0063
137,684,trash,default,NÃO,-,R$ 0.0063
137,685,trash,glow,NÃO,-,R$ 0.0189
138,686,trash,neon,NÃO,-,R$ 0.0126
138,687,meme,default,NÃO,-,R$ 0.0063
138,688,trash,default,NÃO,-,R$ 0.0063
138,689,trash,default,NÃO,-,R$ 0.0063
138,690,trash,default,NÃO,-,R$ 0.0063
139,691,trash,default,NÃO,-,R$ 0.0063
139,692,meme,neon,NÃO,-,R$ 0.0126
139,693,trash,neon,NÃO,-,R$ 0.0126
139,694,trash,default,NÃO,-,R$ 0.0063
139,695,trash,default,NÃO,-,R$ 0.0063
140,696,trash,holo,NÃO,-,R$ 0.0504
140,697,trash,glow,NÃO,-,R$ 0.0189
140,698,trash,ghost,NÃO,-,R$ 0.0378
140,699,meme,default,NÃO,-,R$ 0.0063
140,700,meme,neon,NÃO,-,R$ 0.0126
141,701,trash,neon,NÃO,-,R$ 0.0126
141,702,viral,glitch,NÃO,-,R$ 0.0252
141,703,trash,glow,NÃO,-,R$ 0.0189
141,704,trash,glow,NÃO,-,R$ 0.0189
141,705,trash,default,NÃO,-,R$ 0.0063
142,706,trash,default,NÃO,-,R$ 0.0063
142,707,trash,default,NÃO,-,R$ 0.0063
142,708,trash,dark,NÃO,-,R$ 0.0756
142,709,trash,neon,NÃO,-,R$ 0.0126
142,710,meme,default,NÃO,-,R$ 0.0063
143,711,trash,default,NÃO,-,R$ 0.0063
143,712,meme,glow,NÃO,-,R$ 0.0189
143,713,trash,ghost,NÃO,-,R$ 0.0378
143,714,trash,default,NÃO,-,R$ 0.0063
143,715,trash,default,NÃO,-,R$ 0.0063
144,716,legendary,neon,SIM,R$ 5.00,R$ 5.0000
144,717,trash,glow,NÃO,-,R$ 0.0189
144,718,trash,default,NÃO,-,R$ 0.0063
144,719,meme,default,NÃO,-,R$ 0.0063
144,720,viral,glow,NÃO,-,R$ 0.0189
145,721,trash,default,NÃO,-,R$ 0.0063
145,722,trash,default,NÃO,-,R$ 0.0063
145,723,trash,default,NÃO,-,R$ 0.0063
145,724,trash,default,NÃO,-,R$ 0.0063
145,725,trash,default,NÃO,-,R$ 0.0063
146,726,trash,neon,NÃO,-,R$ 0.0126
146,727,trash,default,NÃO,-,R$ 0.0063
146,728,meme,default,NÃO,-,R$ 0.0063
146,729,trash,default,NÃO,-,R$ 0.0063
146,730,trash,default,NÃO,-,R$ 0.0063
147,731,trash,default,NÃO,-,R$ 0.0063
147,732,trash,ghost,NÃO,-,R$ 0.0378
147,733,trash,neon,NÃO,-,R$ 0.0126
147,734,trash,default,NÃO,-,R$ 0.0063
147,735,trash,default,NÃO,-,R$ 0.0063
148,736,trash,neon,NÃO,-,R$ 0.0126
148,737,trash,neon,NÃO,-,R$ 0.0126
148,738,trash,neon,NÃO,-,R$ 0.0126
148,739,trash,default,NÃO,-,R$ 0.0063
148,740,viral,default,NÃO,-,R$ 0.0063
149,741,trash,default,NÃO,-,R$ 0.0063
149,742,trash,neon,NÃO,-,R$ 0.0126
149,743,trash,default,NÃO,-,R$ 0.0063
149,744,meme,default,NÃO,-,R$ 0.0063
149,745,trash,default,NÃO,-,R$ 0.0063
150,746,trash,default,NÃO,-,R$ 0.0063
150,747,trash,holo,NÃO,-,R$ 0.0504
150,748,meme,default,NÃO,-,R$ 0.0063
150,749,meme,default,NÃO,-,R$ 0.0063
150,750,trash,default,NÃO,-,R$ 0.0063
151,751,viral,neon,NÃO,-,R$ 0.0126
151,752,meme,default,NÃO,-,R$ 0.0063
151,753,trash,default,NÃO,-,R$ 0.0063
151,754,meme,glow,NÃO,-,R$ 0.0189
151,755,viral,default,NÃO,-,R$ 0.0063
152,756,trash,neon,NÃO,-,R$ 0.0126
152,757,trash,default,NÃO,-,R$ 0.0063
152,758,meme,default,NÃO,-,R$ 0.0063
152,759,trash,glow,NÃO,-,R$ 0.0189
152,760,meme,default,NÃO,-,R$ 0.0063
153,761,trash,neon,NÃO,-,R$ 0.0126
153,762,trash,glow,NÃO,-,R$ 0.0189
153,763,viral,neon,NÃO,-,R$ 0.0126
153,764,trash,default,NÃO,-,R$ 0.0063
153,765,trash,ghost,NÃO,-,R$ 0.0378
154,766,trash,default,NÃO,-,R$ 0.0063
154,767,trash,glitch,NÃO,-,R$ 0.0252
154,768,trash,default,NÃO,-,R$ 0.0063
154,769,trash,default,NÃO,-,R$ 0.0063
154,770,trash,default,NÃO,-,R$ 0.0063
155,771,meme,default,NÃO,-,R$ 0.0063
155,772,trash,default,NÃO,-,R$ 0.0063
155,773,trash,default,NÃO,-,R$ 0.0063
155,774,trash,neon,NÃO,-,R$ 0.0126
155,775,trash,default,NÃO,-,R$ 0.0063
156,776,meme,default,NÃO,-,R$ 0.0063
156,777,trash,default,NÃO,-,R$ 0.0063
156,778,viral,default,NÃO,-,R$ 0.0063
156,779,trash,default,NÃO,-,R$ 0.0063
156,780,trash,neon,NÃO,-,R$ 0.0126
157,781,meme,default,NÃO,-,R$ 0.0063
157,782,trash,default,NÃO,-,R$ 0.0063
157,783,legendary,neon,NÃO,-,R$ 0.0126
157,784,trash,default,NÃO,-,R$ 0.0063
157,785,trash,default,NÃO,-,R$ 0.0063
158,786,trash,neon,NÃO,-,R$ 0.0126
158,787,trash,default,NÃO,-,R$ 0.0063
158,788,meme,neon,NÃO,-,R$ 0.0126
158,789,viral,glow,NÃO,-,R$ 0.0189
158,790,meme,default,NÃO,-,R$ 0.0063
159,791,trash,default,NÃO,-,R$ 0.0063
159,792,meme,neon,NÃO,-,R$ 0.0126
159,793,meme,default,NÃO,-,R$ 0.0063
159,794,viral,glitch,NÃO,-,R$ 0.0252
159,795,meme,default,NÃO,-,R$ 0.0063
160,796,trash,default,NÃO,-,R$ 0.0063
160,797,trash,neon,NÃO,-,R$ 0.0126
160,798,trash,default,NÃO,-,R$ 0.0063
160,799,trash,default,NÃO,-,R$ 0.0063
160,800,meme,default,NÃO,-,R$ 0.0063
161,801,trash,default,NÃO,-,R$ 0.0063
161,802,trash,default,NÃO,-,R$ 0.0063
161,803,meme,default,NÃO,-,R$ 0.0063
161,804,trash,neon,NÃO,-,R$ 0.0126
161,805,trash,default,NÃO,-,R$ 0.0063
162,806,viral,neon,NÃO,-,R$ 0.0126
162,807,trash,default,NÃO,-,R$ 0.0063
162,808,trash,glitch,NÃO,-,R$ 0.0252
162,809,meme,default,NÃO,-,R$ 0.0063
162,810,meme,default,NÃO,-,R$ 0.0063
163,811,legendary,default,NÃO,-,R$ 0.0063
163,812,meme,glow,NÃO,-,R$ 0.0189
163,813,trash,default,NÃO,-,R$ 0.0063
163,814,trash,default,NÃO,-,R$ 0.0063
163,815,meme,default,NÃO,-,R$ 0.0063
164,816,meme,default,NÃO,-,R$ 0.0063
164,817,trash,default,NÃO,-,R$ 0.0063
164,818,trash,glitch,NÃO,-,R$ 0.0252
164,819,trash,default,NÃO,-,R$ 0.0063
164,820,trash,default,NÃO,-,R$ 0.0063
165,821,meme,default,NÃO,-,R$ 0.0063
165,822,trash,neon,NÃO,-,R$ 0.0126
165,823,trash,default,NÃO,-,R$ 0.0063
165,824,trash,default,NÃO,-,R$ 0.0063
165,825,trash,neon,NÃO,-,R$ 0.0126
166,826,trash,glow,NÃO,-,R$ 0.0189
166,827,viral,default,NÃO,-,R$ 0.0063
166,828,trash,default,NÃO,-,R$ 0.0063
166,829,trash,default,NÃO,-,R$ 0.0063
166,830,meme,glow,NÃO,-,R$ 0.0189
167,831,trash,default,NÃO,-,R$ 0.0063
167,832,trash,default,NÃO,-,R$ 0.0063
167,833,trash,neon,NÃO,-,R$ 0.0126
167,834,viral,glow,NÃO,-,R$ 0.0189
167,835,trash,neon,NÃO,-,R$ 0.0126
168,836,meme,default,NÃO,-,R$ 0.0063
168,837,trash,neon,NÃO,-,R$ 0.0126
168,838,meme,default,NÃO,-,R$ 0.0063
168,839,trash,default,NÃO,-,R$ 0.0063
168,840,trash,default,NÃO,-,R$ 0.0063
169,841,viral,default,NÃO,-,R$ 0.0063
169,842,trash,neon,NÃO,-,R$ 0.0126
169,843,trash,neon,NÃO,-,R$ 0.0126
169,844,meme,default,NÃO,-,R$ 0.0063
169,845,viral,default,NÃO,-,R$ 0.0063
170,846,trash,glow,NÃO,-,R$ 0.0189
170,847,trash,glow,NÃO,-,R$ 0.0189
170,848,meme,neon,NÃO,-,R$ 0.0126
170,849,trash,neon,NÃO,-,R$ 0.0126
170,850,meme,default,NÃO,-,R$ 0.0063
171,851,trash,default,NÃO,-,R$ 0.0063
171,852,trash,default,NÃO,-,R$ 0.0063
171,853,trash,glow,NÃO,-,R$ 0.0189
171,854,trash,holo,NÃO,-,R$ 0.0504
171,855,trash,default,NÃO,-,R$ 0.0063
172,856,trash,default,NÃO,-,R$ 0.0063
172,857,trash,neon,NÃO,-,R$ 0.0126
172,858,trash,glow,NÃO,-,R$ 0.0189
172,859,trash,default,NÃO,-,R$ 0.0063
172,860,trash,default,NÃO,-,R$ 0.0063
173,861,trash,default,NÃO,-,R$ 0.0063
173,862,meme,glow,NÃO,-,R$ 0.0189
173,863,trash,default,NÃO,-,R$ 0.0063
173,864,trash,default,NÃO,-,R$ 0.0063
173,865,trash,default,NÃO,-,R$ 0.0063
174,866,trash,glitch,NÃO,-,R$ 0.0252
174,867,trash,glitch,NÃO,-,R$ 0.0252
174,868,meme,holo,NÃO,-,R$ 0.0504
174,869,trash,default,NÃO,-,R$ 0.0063
174,870,trash,default,NÃO,-,R$ 0.0063
175,871,trash,default,NÃO,-,R$ 0.0063
175,872,meme,default,NÃO,-,R$ 0.0063
175,873,trash,holo,NÃO,-,R$ 0.0504
175,874,meme,neon,NÃO,-,R$ 0.0126
175,875,trash,default,NÃO,-,R$ 0.0063
176,876,trash,neon,NÃO,-,R$ 0.0126
176,877,trash,default,NÃO,-,R$ 0.0063
176,878,meme,default,NÃO,-,R$ 0.0063
176,879,trash,default,NÃO,-,R$ 0.0063
176,880,trash,default,NÃO,-,R$ 0.0063
177,881,meme,neon,NÃO,-,R$ 0.0126
177,882,meme,default,NÃO,-,R$ 0.0063
177,883,trash,default,NÃO,-,R$ 0.0063
177,884,trash,default,NÃO,-,R$ 0.0063
177,885,trash,glitch,NÃO,-,R$ 0.0252
178,886,viral,default,NÃO,-,R$ 0.0063
178,887,trash,default,NÃO,-,R$ 0.0063
178,888,trash,default,NÃO,-,R$ 0.0063
178,889,trash,default,NÃO,-,R$ 0.0063
178,890,trash,neon,NÃO,-,R$ 0.0126
179,891,trash,default,NÃO,-,R$ 0.0063
179,892,viral,default,NÃO,-,R$ 0.0063
179,893,trash,ghost,NÃO,-,R$ 0.0378
179,894,trash,default,NÃO,-,R$ 0.0063
179,895,trash,neon,NÃO,-,R$ 0.0126
180,896,viral,default,NÃO,-,R$ 0.0063
180,897,trash,glow,NÃO,-,R$ 0.0189
180,898,viral,default,NÃO,-,R$ 0.0063
180,899,trash,default,NÃO,-,R$ 0.0063
180,900,trash,neon,NÃO,-,R$ 0.0126
181,901,trash,default,NÃO,-,R$ 0.0063
181,902,trash,default,NÃO,-,R$ 0.0063
181,903,trash,default,NÃO,-,R$ 0.0063
181,904,trash,default,NÃO,-,R$ 0.0063
181,905,trash,default,NÃO,-,R$ 0.0063
182,906,viral,glow,NÃO,-,R$ 0.0189
182,907,meme,default,NÃO,-,R$ 0.0063
182,908,trash,glow,NÃO,-,R$ 0.0189
182,909,meme,neon,NÃO,-,R$ 0.0126
182,910,trash,glow,NÃO,-,R$ 0.0189
183,911,trash,default,NÃO,-,R$ 0.0063
183,912,trash,neon,NÃO,-,R$ 0.0126
183,913,meme,glow,NÃO,-,R$ 0.0189
183,914,trash,default,NÃO,-,R$ 0.0063
183,915,trash,neon,NÃO,-,R$ 0.0126
184,916,trash,glow,NÃO,-,R$ 0.0189
184,917,meme,default,NÃO,-,R$ 0.0063
184,918,trash,default,NÃO,-,R$ 0.0063
184,919,trash,neon,NÃO,-,R$ 0.0126
184,920,viral,glitch,NÃO,-,R$ 0.0252
185,921,trash,glitch,NÃO,-,R$ 0.0252
185,922,meme,default,NÃO,-,R$ 0.0063
185,923,trash,default,NÃO,-,R$ 0.0063
185,924,trash,neon,NÃO,-,R$ 0.0126
185,925,trash,default,NÃO,-,R$ 0.0063
186,926,trash,default,NÃO,-,R$ 0.0063
186,927,trash,default,NÃO,-,R$ 0.0063
186,928,trash,ghost,NÃO,-,R$ 0.0378
186,929,trash,default,NÃO,-,R$ 0.0063
186,930,trash,neon,NÃO,-,R$ 0.0126
187,931,meme,neon,NÃO,-,R$ 0.0126
187,932,meme,default,NÃO,-,R$ 0.0063
187,933,trash,default,NÃO,-,R$ 0.0063
187,934,meme,neon,NÃO,-,R$ 0.0126
187,935,trash,default,NÃO,-,R$ 0.0063
188,936,trash,neon,NÃO,-,R$ 0.0126
188,937,trash,neon,NÃO,-,R$ 0.0126
188,938,legendary,default,NÃO,-,R$ 0.0063
188,939,trash,neon,NÃO,-,R$ 0.0126
188,940,trash,default,NÃO,-,R$ 0.0063
189,941,trash,default,NÃO,-,R$ 0.0063
189,942,meme,neon,NÃO,-,R$ 0.0126
189,943,trash,neon,NÃO,-,R$ 0.0126
189,944,trash,default,NÃO,-,R$ 0.0063
189,945,trash,default,NÃO,-,R$ 0.0063
190,946,trash,neon,NÃO,-,R$ 0.0126
190,947,meme,default,NÃO,-,R$ 0.0063
190,948,viral,default,NÃO,-,R$ 0.0063
190,949,trash,neon,NÃO,-,R$ 0.0126
190,950,trash,ghost,NÃO,-,R$ 0.0378
191,951,trash,default,NÃO,-,R$ 0.0063
191,952,trash,default,NÃO,-,R$ 0.0063
191,953,viral,holo,NÃO,-,R$ 0.0504
191,954,trash,ghost,NÃO,-,R$ 0.0378
191,955,trash,glow,NÃO,-,R$ 0.0189
192,956,trash,default,NÃO,-,R$ 0.0063
192,957,trash,default,NÃO,-,R$ 0.0063
192,958,trash,holo,NÃO,-,R$ 0.0504
192,959,meme,default,NÃO,-,R$ 0.0063
192,960,trash,default,NÃO,-,R$ 0.0063
193,961,trash,default,NÃO,-,R$ 0.0063
193,962,trash,glow,NÃO,-,R$ 0.0189
193,963,trash,default,NÃO,-,R$ 0.0063
193,964,meme,glow,NÃO,-,R$ 0.0189
193,965,meme,glow,NÃO,-,R$ 0.0189
194,966,trash,glow,NÃO,-,R$ 0.0189
194,967,trash,default,NÃO,-,R$ 0.0063
194,968,trash,default,NÃO,-,R$ 0.0063
194,969,trash,glow,NÃO,-,R$ 0.0189
194,970,meme,default,NÃO,-,R$ 0.0063
195,971,meme,glow,NÃO,-,R$ 0.0189
195,972,trash,default,NÃO,-,R$ 0.0063
195,973,trash,neon,NÃO,-,R$ 0.0126
195,974,trash,glow,NÃO,-,R$ 0.0189
195,975,trash,default,NÃO,-,R$ 0.0063
196,976,trash,default,NÃO,-,R$ 0.0063
196,977,trash,default,NÃO,-,R$ 0.0063
196,978,trash,default,NÃO,-,R$ 0.0063
196,979,viral,neon,NÃO,-,R$ 0.0126
196,980,trash,glow,NÃO,-,R$ 0.0189
197,981,trash,default,NÃO,-,R$ 0.0063
197,982,trash,neon,NÃO,-,R$ 0.0126
197,983,meme,default,NÃO,-,R$ 0.0063
197,984,meme,glow,NÃO,-,R$ 0.0189
197,985,trash,default,NÃO,-,R$ 0.0063
198,986,trash,default,NÃO,-,R$ 0.0063
198,987,trash,default,NÃO,-,R$ 0.0063
198,988,trash,glow,NÃO,-,R$ 0.0189
198,989,trash,neon,NÃO,-,R$ 0.0126
198,990,trash,neon,NÃO,-,R$ 0.0126
199,991,trash,neon,NÃO,-,R$ 0.0126
199,992,viral,neon,NÃO,-,R$ 0.0126
199,993,meme,neon,NÃO,-,R$ 0.0126
199,994,viral,default,NÃO,-,R$ 0.0063
199,995,trash,glow,NÃO,-,R$ 0.0189
200,996,trash,glow,NÃO,-,R$ 0.0189
200,997,trash,default,NÃO,-,R$ 0.0063
200,998,trash,default,NÃO,-,R$ 0.0063
200,999,meme,default,NÃO,-,R$ 0.0063
200,1000,trash,default,NÃO,-,R$ 0.0063
201,1001,meme,default,NÃO,-,R$ 0.0063
201,1002,trash,glow,NÃO,-,R$ 0.0189
201,1003,trash,default,NÃO,-,R$ 0.0063
201,1004,trash,default,NÃO,-,R$ 0.0063
201,1005,trash,default,NÃO,-,R$ 0.0063
202,1006,trash,holo,NÃO,-,R$ 0.0504
202,1007,trash,default,NÃO,-,R$ 0.0063
202,1008,trash,neon,NÃO,-,R$ 0.0126
202,1009,viral,neon,NÃO,-,R$ 0.0126
202,1010,trash,default,NÃO,-,R$ 0.0063
203,1011,trash,neon,NÃO,-,R$ 0.0126
203,1012,trash,neon,NÃO,-,R$ 0.0126
203,1013,trash,neon,NÃO,-,R$ 0.0126
203,1014,meme,default,NÃO,-,R$ 0.0063
203,1015,meme,default,NÃO,-,R$ 0.0063
204,1016,meme,default,NÃO,-,R$ 0.0063
204,1017,meme,default,NÃO,-,R$ 0.0063
204,1018,trash,ghost,NÃO,-,R$ 0.0378
204,1019,trash,glow,NÃO,-,R$ 0.0189
204,1020,trash,default,NÃO,-,R$ 0.0063
205,1021,trash,default,NÃO,-,R$ 0.0063
205,1022,viral,neon,NÃO,-,R$ 0.0126
205,1023,meme,default,NÃO,-,R$ 0.0063
205,1024,meme,default,NÃO,-,R$ 0.0063
205,1025,meme,glitch,NÃO,-,R$ 0.0252
206,1026,trash,default,NÃO,-,R$ 0.0063
206,1027,viral,glow,NÃO,-,R$ 0.0189
206,1028,trash,neon,NÃO,-,R$ 0.0126
206,1029,trash,default,NÃO,-,R$ 0.0063
206,1030,trash,glow,NÃO,-,R$ 0.0189
207,1031,trash,glow,NÃO,-,R$ 0.0189
207,1032,trash,default,NÃO,-,R$ 0.0063
207,1033,trash,glow,NÃO,-,R$ 0.0189
207,1034,trash,default,NÃO,-,R$ 0.0063
207,1035,trash,default,NÃO,-,R$ 0.0063
208,1036,trash,default,NÃO,-,R$ 0.0063
208,1037,trash,default,NÃO,-,R$ 0.0063
208,1038,trash,default,NÃO,-,R$ 0.0063
208,1039,meme,default,NÃO,-,R$ 0.0063
208,1040,trash,default,NÃO,-,R$ 0.0063
209,1041,meme,default,NÃO,-,R$ 0.0063
209,1042,trash,neon,NÃO,-,R$ 0.0126
209,1043,trash,default,NÃO,-,R$ 0.0063
209,1044,trash,default,NÃO,-,R$ 0.0063
209,1045,trash,default,NÃO,-,R$ 0.0063
210,1046,trash,glow,NÃO,-,R$ 0.0189
210,1047,viral,default,NÃO,-,R$ 0.0063
210,1048,meme,ghost,NÃO,-,R$ 0.0378
210,1049,meme,default,NÃO,-,R$ 0.0063
210,1050,trash,default,NÃO,-,R$ 0.0063
211,1051,trash,default,NÃO,-,R$ 0.0063
211,1052,trash,default,NÃO,-,R$ 0.0063
211,1053,meme,neon,NÃO,-,R$ 0.0126
211,1054,trash,neon,NÃO,-,R$ 0.0126
211,1055,trash,default,NÃO,-,R$ 0.0063
212,1056,trash,default,NÃO,-,R$ 0.0063
212,1057,trash,neon,NÃO,-,R$ 0.0126
212,1058,trash,default,NÃO,-,R$ 0.0063
212,1059,trash,glow,NÃO,-,R$ 0.0189
212,1060,trash,default,NÃO,-,R$ 0.0063
213,1061,meme,glitch,NÃO,-,R$ 0.0252
213,1062,trash,default,NÃO,-,R$ 0.0063
213,1063,trash,default,NÃO,-,R$ 0.0063
213,1064,meme,default,NÃO,-,R$ 0.0063
213,1065,trash,default,NÃO,-,R$ 0.0063
214,1066,trash,glow,NÃO,-,R$ 0.0189
214,1067,trash,default,NÃO,-,R$ 0.0063
214,1068,trash,glow,NÃO,-,R$ 0.0189
214,1069,viral,default,NÃO,-,R$ 0.0063
214,1070,trash,glow,NÃO,-,R$ 0.0189
215,1071,trash,glow,NÃO,-,R$ 0.0189
215,1072,trash,default,NÃO,-,R$ 0.0063
215,1073,trash,glitch,NÃO,-,R$ 0.0252
215,1074,trash,default,NÃO,-,R$ 0.0063
215,1075,trash,default,NÃO,-,R$ 0.0063
216,1076,trash,default,NÃO,-,R$ 0.0063
216,1077,trash,default,NÃO,-,R$ 0.0063
216,1078,meme,default,NÃO,-,R$ 0.0063
216,1079,trash,default,NÃO,-,R$ 0.0063
216,1080,trash,glow,NÃO,-,R$ 0.0189
217,1081,trash,default,NÃO,-,R$ 0.0063
217,1082,trash,default,NÃO,-,R$ 0.0063
217,1083,trash,default,NÃO,-,R$ 0.0063
217,1084,trash,default,NÃO,-,R$ 0.0063
217,1085,trash,glitch,NÃO,-,R$ 0.0252
218,1086,trash,glow,NÃO,-,R$ 0.0189
218,1087,trash,default,NÃO,-,R$ 0.0063
